N,min(u),q1(u),med(u),q3(u),max(u),avg(u),std(u),min(v),q1(v),med(v),q3(v),max(v),avg(v),std(v),min(w),q1(w),med(w),q3(w),max(w),avg(w),std(w),min(isoQ),q1(isoQ),med(isoQ),q3(isoQ),max(isoQ),avg(isoQ),std(isoQ),min(vortmag),q1(vortmag),med(vortmag),q3(vortmag),max(vortmag),avg(vortmag),std(vortmag),min(pressure),q1(pressure),med(pressure),q3(pressure),max(pressure),avg(pressure),std(pressure),min(viscosity),q1(viscosity),med(viscosity),q3(viscosity),max(viscosity),avg(viscosity),std(viscosity),min(density),q1(density),med(density),q3(density),max(density),avg(density),std(density),min(volfrac),q1(volfrac),med(volfrac),q3(volfrac),max(volfrac),avg(volfrac),std(volfrac),min(dpm_u),q1(dpm_u),med(dpm_u),q3(dpm_u),max(dpm_u),avg(dpm_u),std(dpm_u),min(dpm_v),q1(dpm_v),med(dpm_v),q3(dpm_v),max(dpm_v),avg(dpm_v),std(dpm_v),min(dpm_w),q1(dpm_w),med(dpm_w),q3(dpm_w),max(dpm_w),avg(dpm_w),std(dpm_w),min(vtkGhostType),q1(vtkGhostType),med(vtkGhostType),q3(vtkGhostType),max(vtkGhostType),avg(vtkGhostType),std(vtkGhostType),min(vtkValidPointMask),q1(vtkValidPointMask),med(vtkValidPointMask),q3(vtkValidPointMask),max(vtkValidPointMask),avg(vtkValidPointMask),std(vtkValidPointMask),min(vtkOriginalPointIds),q1(vtkOriginalPointIds),med(vtkOriginalPointIds),q3(vtkOriginalPointIds),max(vtkOriginalPointIds),avg(vtkOriginalPointIds),std(vtkOriginalPointIds),min(X),q1(X),med(X),q3(X),max(X),avg(X),std(X),min(Y),q1(Y),med(Y),q3(Y),max(Y),avg(Y),std(Y),min(Z),q1(Z),med(Z),q3(Z),max(Z),avg(Z),std(Z),vtkValidPointMask,Time,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
1,0.0340241,0.0340241,0.0340241,0.0340241,0.0340241,0.0340241,0,-0.11158,-0.11158,-0.11158,-0.11158,-0.11158,-0.11158,0,0.103573,0.103573,0.103573,0.103573,0.103573,0.103573,0,-1681,-1681,-1681,-1681,-1681,-1681,0,25.416,25.416,25.416,25.416,25.416,25.416,0,1953.76,1953.76,1953.76,1953.76,1953.76,1953.76,0,0.0238073,0.0238073,0.0238073,0.0238073,0.0238073,0.0238073,0,982.338,982.338,982.338,982.338,982.338,982.338,0,1,1,1,1,1,1,0,8.58581e-10,8.58581e-10,8.58581e-10,8.58581e-10,8.58581e-10,8.58581e-10,0,-1.1596e-09,-1.1596e-09,-1.1596e-09,-1.1596e-09,-1.1596e-09,-1.1596e-09,0,5.47819e-09,5.47819e-09,5.47819e-09,5.47819e-09,5.47819e-09,5.47819e-09,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,79,69,0,1
1,-0.193805,-0.193805,-0.193805,-0.193805,-0.193805,-0.193805,0,0.0253135,0.0253135,0.0253135,0.0253135,0.0253135,0.0253135,0,-0.0897084,-0.0897084,-0.0897084,-0.0897084,-0.0897084,-0.0897084,0,-96.2981,-96.2981,-96.2981,-96.2981,-96.2981,-96.2981,0,13.5717,13.5717,13.5717,13.5717,13.5717,13.5717,0,1883.19,1883.19,1883.19,1883.19,1883.19,1883.19,0,0.0087667,0.0087667,0.0087667,0.0087667,0.0087667,0.0087667,0,893.958,893.958,893.958,893.958,893.958,893.958,0,1,1,1,1,1,1,0,-0.0529799,-0.0529799,-0.0529799,-0.0529799,-0.0529799,-0.0529799,0,0.000659886,0.000659886,0.000659886,0.000659886,0.000659886,0.000659886,0,0.0688758,0.0688758,0.0688758,0.0688758,0.0688758,0.0688758,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,80,70,0,1
1,-0.0715614,-0.0715614,-0.0715614,-0.0715614,-0.0715614,-0.0715614,0,0.0153889,0.0153889,0.0153889,0.0153889,0.0153889,0.0153889,0,-0.0878483,-0.0878483,-0.0878483,-0.0878483,-0.0878483,-0.0878483,0,-41.8128,-41.8128,-41.8128,-41.8128,-41.8128,-41.8128,0,13.0578,13.0578,13.0578,13.0578,13.0578,13.0578,0,1907.65,1907.65,1907.65,1907.65,1907.65,1907.65,0,0.00853808,0.00853808,0.00853808,0.00853808,0.00853808,0.00853808,0,968.596,968.596,968.596,968.596,968.596,968.596,0,1,1,1,1,1,1,0,-0.00731326,-0.00731326,-0.00731326,-0.00731326,-0.00731326,-0.00731326,0,0.00445374,0.00445374,0.00445374,0.00445374,0.00445374,0.00445374,0,0.0357027,0.0357027,0.0357027,0.0357027,0.0357027,0.0357027,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,81,71,0,1
1,-0.134409,-0.134409,-0.134409,-0.134409,-0.134409,-0.134409,0,-0.00527093,-0.00527093,-0.00527093,-0.00527093,-0.00527093,-0.00527093,0,0.014728,0.014728,0.014728,0.014728,0.014728,0.014728,0,41.6819,41.6819,41.6819,41.6819,41.6819,41.6819,0,26.8698,26.8698,26.8698,26.8698,26.8698,26.8698,0,1909.98,1909.98,1909.98,1909.98,1909.98,1909.98,0,0.0117944,0.0117944,0.0117944,0.0117944,0.0117944,0.0117944,0,979.356,979.356,979.356,979.356,979.356,979.356,0,1,1,1,1,1,1,0,-0.0103809,-0.0103809,-0.0103809,-0.0103809,-0.0103809,-0.0103809,0,-0.0159768,-0.0159768,-0.0159768,-0.0159768,-0.0159768,-0.0159768,0,0.0322299,0.0322299,0.0322299,0.0322299,0.0322299,0.0322299,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,82,72,0,1
1,0.193747,0.193747,0.193747,0.193747,0.193747,0.193747,0,0.126117,0.126117,0.126117,0.126117,0.126117,0.126117,0,0.16654,0.16654,0.16654,0.16654,0.16654,0.16654,0,-134.533,-134.533,-134.533,-134.533,-134.533,-134.533,0,8.60488,8.60488,8.60488,8.60488,8.60488,8.60488,0,1892.44,1892.44,1892.44,1892.44,1892.44,1892.44,0,0.00935718,0.00935718,0.00935718,0.00935718,0.00935718,0.00935718,0,992.037,992.037,992.037,992.037,992.037,992.037,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,83,73,0,1
1,0.112276,0.112276,0.112276,0.112276,0.112276,0.112276,0,-0.10766,-0.10766,-0.10766,-0.10766,-0.10766,-0.10766,0,0.140319,0.140319,0.140319,0.140319,0.140319,0.140319,0,-3.06269,-3.06269,-3.06269,-3.06269,-3.06269,-3.06269,0,12.0175,12.0175,12.0175,12.0175,12.0175,12.0175,0,1902.77,1902.77,1902.77,1902.77,1902.77,1902.77,0,0.00576878,0.00576878,0.00576878,0.00576878,0.00576878,0.00576878,0,977.322,977.322,977.322,977.322,977.322,977.322,0,1,1,1,1,1,1,0,6.97059e-09,6.97059e-09,6.97059e-09,6.97059e-09,6.97059e-09,6.97059e-09,0,-2.9043e-08,-2.9043e-08,-2.9043e-08,-2.9043e-08,-2.9043e-08,-2.9043e-08,0,7.40212e-08,7.40212e-08,7.40212e-08,7.40212e-08,7.40212e-08,7.40212e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,84,74,0,1
1,-0.0782249,-0.0782249,-0.0782249,-0.0782249,-0.0782249,-0.0782249,0,0.127178,0.127178,0.127178,0.127178,0.127178,0.127178,0,-0.0392099,-0.0392099,-0.0392099,-0.0392099,-0.0392099,-0.0392099,0,-29.3407,-29.3407,-29.3407,-29.3407,-29.3407,-29.3407,0,8.87333,8.87333,8.87333,8.87333,8.87333,8.87333,0,1919.03,1919.03,1919.03,1919.03,1919.03,1919.03,0,0.00594352,0.00594352,0.00594352,0.00594352,0.00594352,0.00594352,0,978.546,978.546,978.546,978.546,978.546,978.546,0,1,1,1,1,1,1,0,-0.00350522,-0.00350522,-0.00350522,-0.00350522,-0.00350522,-0.00350522,0,0.00481165,0.00481165,0.00481165,0.00481165,0.00481165,0.00481165,0,0.0118327,0.0118327,0.0118327,0.0118327,0.0118327,0.0118327,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,85,75,0,1
1,-0.112681,-0.112681,-0.112681,-0.112681,-0.112681,-0.112681,0,0.0345272,0.0345272,0.0345272,0.0345272,0.0345272,0.0345272,0,0.175182,0.175182,0.175182,0.175182,0.175182,0.175182,0,-48.1988,-48.1988,-48.1988,-48.1988,-48.1988,-48.1988,0,11.2407,11.2407,11.2407,11.2407,11.2407,11.2407,0,1913.67,1913.67,1913.67,1913.67,1913.67,1913.67,0,0.00680691,0.00680691,0.00680691,0.00680691,0.00680691,0.00680691,0,988.194,988.194,988.194,988.194,988.194,988.194,0,1,1,1,1,1,1,0,-8.03449e-09,-8.03449e-09,-8.03449e-09,-8.03449e-09,-8.03449e-09,-8.03449e-09,0,7.27749e-09,7.27749e-09,7.27749e-09,7.27749e-09,7.27749e-09,7.27749e-09,0,2.54922e-08,2.54922e-08,2.54922e-08,2.54922e-08,2.54922e-08,2.54922e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,86,76,0,1
1,-0.055119,-0.055119,-0.055119,-0.055119,-0.055119,-0.055119,0,0.0731237,0.0731237,0.0731237,0.0731237,0.0731237,0.0731237,0,0.0909199,0.0909199,0.0909199,0.0909199,0.0909199,0.0909199,0,-61.4976,-61.4976,-61.4976,-61.4976,-61.4976,-61.4976,0,15.0894,15.0894,15.0894,15.0894,15.0894,15.0894,0,1907.94,1907.94,1907.94,1907.94,1907.94,1907.94,0,0.00972377,0.00972377,0.00972377,0.00972377,0.00972377,0.00972377,0,975.235,975.235,975.235,975.235,975.235,975.235,0,1,1,1,1,1,1,0,-0.0138078,-0.0138078,-0.0138078,-0.0138078,-0.0138078,-0.0138078,0,-0.00465097,-0.00465097,-0.00465097,-0.00465097,-0.00465097,-0.00465097,0,0.0562122,0.0562122,0.0562122,0.0562122,0.0562122,0.0562122,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,87,77,0,1
1,-0.0412461,-0.0412461,-0.0412461,-0.0412461,-0.0412461,-0.0412461,0,-0.0491516,-0.0491516,-0.0491516,-0.0491516,-0.0491516,-0.0491516,0,0.503557,0.503557,0.503557,0.503557,0.503557,0.503557,0,-108.009,-108.009,-108.009,-108.009,-108.009,-108.009,0,18.6551,18.6551,18.6551,18.6551,18.6551,18.6551,0,1897.96,1897.96,1897.96,1897.96,1897.96,1897.96,0,0.0122826,0.0122826,0.0122826,0.0122826,0.0122826,0.0122826,0,996.333,996.333,996.333,996.333,996.333,996.333,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,88,78,0,1
1,0.00856988,0.00856988,0.00856988,0.00856988,0.00856988,0.00856988,0,-0.155237,-0.155237,-0.155237,-0.155237,-0.155237,-0.155237,0,0.103819,0.103819,0.103819,0.103819,0.103819,0.103819,0,-32.6201,-32.6201,-32.6201,-32.6201,-32.6201,-32.6201,0,13.454,13.454,13.454,13.454,13.454,13.454,0,1903.29,1903.29,1903.29,1903.29,1903.29,1903.29,0,0.00741892,0.00741892,0.00741892,0.00741892,0.00741892,0.00741892,0,984.599,984.599,984.599,984.599,984.599,984.599,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,89,79,0,1
1,0.136057,0.136057,0.136057,0.136057,0.136057,0.136057,0,0.0674763,0.0674763,0.0674763,0.0674763,0.0674763,0.0674763,0,0.0686325,0.0686325,0.0686325,0.0686325,0.0686325,0.0686325,0,-11.2108,-11.2108,-11.2108,-11.2108,-11.2108,-11.2108,0,13.2926,13.2926,13.2926,13.2926,13.2926,13.2926,0,1890.46,1890.46,1890.46,1890.46,1890.46,1890.46,0,0.00677415,0.00677415,0.00677415,0.00677415,0.00677415,0.00677415,0,984,984,984,984,984,984,0,1,1,1,1,1,1,0,-4.59214e-11,-4.59214e-11,-4.59214e-11,-4.59214e-11,-4.59214e-11,-4.59214e-11,0,1.70257e-09,1.70257e-09,1.70257e-09,1.70257e-09,1.70257e-09,1.70257e-09,0,1.04777e-08,1.04777e-08,1.04777e-08,1.04777e-08,1.04777e-08,1.04777e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,90,80,0,1
1,0.0289729,0.0289729,0.0289729,0.0289729,0.0289729,0.0289729,0,0.0167029,0.0167029,0.0167029,0.0167029,0.0167029,0.0167029,0,0.246147,0.246147,0.246147,0.246147,0.246147,0.246147,0,288.323,288.323,288.323,288.323,288.323,288.323,0,25.3372,25.3372,25.3372,25.3372,25.3372,25.3372,0,1894.36,1894.36,1894.36,1894.36,1894.36,1894.36,0,0.0053702,0.0053702,0.0053702,0.0053702,0.0053702,0.0053702,0,935.048,935.048,935.048,935.048,935.048,935.048,0,1,1,1,1,1,1,0,0.00405037,0.00405037,0.00405037,0.00405037,0.00405037,0.00405037,0,0.00852942,0.00852942,0.00852942,0.00852942,0.00852942,0.00852942,0,0.0374269,0.0374269,0.0374269,0.0374269,0.0374269,0.0374269,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,91,81,0,1
1,0.0698499,0.0698499,0.0698499,0.0698499,0.0698499,0.0698499,0,-0.0113704,-0.0113704,-0.0113704,-0.0113704,-0.0113704,-0.0113704,0,0.0819155,0.0819155,0.0819155,0.0819155,0.0819155,0.0819155,0,4.39912,4.39912,4.39912,4.39912,4.39912,4.39912,0,25.8195,25.8195,25.8195,25.8195,25.8195,25.8195,0,1904.93,1904.93,1904.93,1904.93,1904.93,1904.93,0,0.0113142,0.0113142,0.0113142,0.0113142,0.0113142,0.0113142,0,922.498,922.498,922.498,922.498,922.498,922.498,0,1,1,1,1,1,1,0,-0.000962523,-0.000962523,-0.000962523,-0.000962523,-0.000962523,-0.000962523,0,0.000382457,0.000382457,0.000382457,0.000382457,0.000382457,0.000382457,0,0.0406197,0.0406197,0.0406197,0.0406197,0.0406197,0.0406197,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,92,82,0,1
1,0.0769335,0.0769335,0.0769335,0.0769335,0.0769335,0.0769335,0,-0.0686517,-0.0686517,-0.0686517,-0.0686517,-0.0686517,-0.0686517,0,-0.0420929,-0.0420929,-0.0420929,-0.0420929,-0.0420929,-0.0420929,0,90.6431,90.6431,90.6431,90.6431,90.6431,90.6431,0,18.6815,18.6815,18.6815,18.6815,18.6815,18.6815,0,1897.41,1897.41,1897.41,1897.41,1897.41,1897.41,0,0.00661267,0.00661267,0.00661267,0.00661267,0.00661267,0.00661267,0,990.425,990.425,990.425,990.425,990.425,990.425,0,1,1,1,1,1,1,0,-0.000220733,-0.000220733,-0.000220733,-0.000220733,-0.000220733,-0.000220733,0,-0.00541444,-0.00541444,-0.00541444,-0.00541444,-0.00541444,-0.00541444,0,0.0126718,0.0126718,0.0126718,0.0126718,0.0126718,0.0126718,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,93,83,0,1
1,0.156245,0.156245,0.156245,0.156245,0.156245,0.156245,0,-0.0867924,-0.0867924,-0.0867924,-0.0867924,-0.0867924,-0.0867924,0,-0.110191,-0.110191,-0.110191,-0.110191,-0.110191,-0.110191,0,-39.3205,-39.3205,-39.3205,-39.3205,-39.3205,-39.3205,0,18.1617,18.1617,18.1617,18.1617,18.1617,18.1617,0,1896.91,1896.91,1896.91,1896.91,1896.91,1896.91,0,0.00920755,0.00920755,0.00920755,0.00920755,0.00920755,0.00920755,0,998.147,998.147,998.147,998.147,998.147,998.147,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,94,84,0,1
1,0.0631393,0.0631393,0.0631393,0.0631393,0.0631393,0.0631393,0,-0.051422,-0.051422,-0.051422,-0.051422,-0.051422,-0.051422,0,-0.0129499,-0.0129499,-0.0129499,-0.0129499,-0.0129499,-0.0129499,0,-28.738,-28.738,-28.738,-28.738,-28.738,-28.738,0,20.2859,20.2859,20.2859,20.2859,20.2859,20.2859,0,1897.89,1897.89,1897.89,1897.89,1897.89,1897.89,0,0.00899465,0.00899465,0.00899465,0.00899465,0.00899465,0.00899465,0,995.856,995.856,995.856,995.856,995.856,995.856,0,1,1,1,1,1,1,0,-5.75533e-09,-5.75533e-09,-5.75533e-09,-5.75533e-09,-5.75533e-09,-5.75533e-09,0,-2.30934e-09,-2.30934e-09,-2.30934e-09,-2.30934e-09,-2.30934e-09,-2.30934e-09,0,1.03297e-08,1.03297e-08,1.03297e-08,1.03297e-08,1.03297e-08,1.03297e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,95,85,0,1
1,-0.273558,-0.273558,-0.273558,-0.273558,-0.273558,-0.273558,0,0.00856852,0.00856852,0.00856852,0.00856852,0.00856852,0.00856852,0,0.085293,0.085293,0.085293,0.085293,0.085293,0.085293,0,38.2418,38.2418,38.2418,38.2418,38.2418,38.2418,0,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,0,1901.63,1901.63,1901.63,1901.63,1901.63,1901.63,0,0.00618274,0.00618274,0.00618274,0.00618274,0.00618274,0.00618274,0,970.516,970.516,970.516,970.516,970.516,970.516,0,1,1,1,1,1,1,0,-0.0212891,-0.0212891,-0.0212891,-0.0212891,-0.0212891,-0.0212891,0,-0.00403619,-0.00403619,-0.00403619,-0.00403619,-0.00403619,-0.00403619,0,0.049797,0.049797,0.049797,0.049797,0.049797,0.049797,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,96,86,0,1
1,0.162102,0.162102,0.162102,0.162102,0.162102,0.162102,0,0.0422986,0.0422986,0.0422986,0.0422986,0.0422986,0.0422986,0,0.271632,0.271632,0.271632,0.271632,0.271632,0.271632,0,168.646,168.646,168.646,168.646,168.646,168.646,0,24.1215,24.1215,24.1215,24.1215,24.1215,24.1215,0,1896.82,1896.82,1896.82,1896.82,1896.82,1896.82,0,0.00774067,0.00774067,0.00774067,0.00774067,0.00774067,0.00774067,0,944.142,944.142,944.142,944.142,944.142,944.142,0,1,1,1,1,1,1,0,0.0187713,0.0187713,0.0187713,0.0187713,0.0187713,0.0187713,0,-0.00584255,-0.00584255,-0.00584255,-0.00584255,-0.00584255,-0.00584255,0,0.0684174,0.0684174,0.0684174,0.0684174,0.0684174,0.0684174,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,97,87,0,1
1,0.0493623,0.0493623,0.0493623,0.0493623,0.0493623,0.0493623,0,0.0313717,0.0313717,0.0313717,0.0313717,0.0313717,0.0313717,0,0.281231,0.281231,0.281231,0.281231,0.281231,0.281231,0,-80.9403,-80.9403,-80.9403,-80.9403,-80.9403,-80.9403,0,20.2511,20.2511,20.2511,20.2511,20.2511,20.2511,0,1897.87,1897.87,1897.87,1897.87,1897.87,1897.87,0,0.00976629,0.00976629,0.00976629,0.00976629,0.00976629,0.00976629,0,995.817,995.817,995.817,995.817,995.817,995.817,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,98,88,0,1
1,-0.130543,-0.130543,-0.130543,-0.130543,-0.130543,-0.130543,0,-0.0124438,-0.0124438,-0.0124438,-0.0124438,-0.0124438,-0.0124438,0,0.525065,0.525065,0.525065,0.525065,0.525065,0.525065,0,-62.5025,-62.5025,-62.5025,-62.5025,-62.5025,-62.5025,0,13.1677,13.1677,13.1677,13.1677,13.1677,13.1677,0,1891.23,1891.23,1891.23,1891.23,1891.23,1891.23,0,0.00871339,0.00871339,0.00871339,0.00871339,0.00871339,0.00871339,0,995.794,995.794,995.794,995.794,995.794,995.794,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,99,89,0,1
1,-0.0176443,-0.0176443,-0.0176443,-0.0176443,-0.0176443,-0.0176443,0,0.0475394,0.0475394,0.0475394,0.0475394,0.0475394,0.0475394,0,0.401557,0.401557,0.401557,0.401557,0.401557,0.401557,0,69.1663,69.1663,69.1663,69.1663,69.1663,69.1663,0,13.1515,13.1515,13.1515,13.1515,13.1515,13.1515,0,1885.76,1885.76,1885.76,1885.76,1885.76,1885.76,0,0.0035638,0.0035638,0.0035638,0.0035638,0.0035638,0.0035638,0,998.188,998.188,998.188,998.188,998.188,998.188,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,100,90,0,1
1,-0.0355898,-0.0355898,-0.0355898,-0.0355898,-0.0355898,-0.0355898,0,-0.0666106,-0.0666106,-0.0666106,-0.0666106,-0.0666106,-0.0666106,0,0.49781,0.49781,0.49781,0.49781,0.49781,0.49781,0,61.186,61.186,61.186,61.186,61.186,61.186,0,19.498,19.498,19.498,19.498,19.498,19.498,0,1892.36,1892.36,1892.36,1892.36,1892.36,1892.36,0,0.00864825,0.00864825,0.00864825,0.00864825,0.00864825,0.00864825,0,998.223,998.223,998.223,998.223,998.223,998.223,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,101,91,0,1
1,-0.0245077,-0.0245077,-0.0245077,-0.0245077,-0.0245077,-0.0245077,0,0.100232,0.100232,0.100232,0.100232,0.100232,0.100232,0,0.320119,0.320119,0.320119,0.320119,0.320119,0.320119,0,85.7291,85.7291,85.7291,85.7291,85.7291,85.7291,0,23.0726,23.0726,23.0726,23.0726,23.0726,23.0726,0,1887.24,1887.24,1887.24,1887.24,1887.24,1887.24,0,0.00837516,0.00837516,0.00837516,0.00837516,0.00837516,0.00837516,0,998.23,998.23,998.23,998.23,998.23,998.23,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,102,92,0,1
1,0.0365359,0.0365359,0.0365359,0.0365359,0.0365359,0.0365359,0,-0.0887725,-0.0887725,-0.0887725,-0.0887725,-0.0887725,-0.0887725,0,0.349415,0.349415,0.349415,0.349415,0.349415,0.349415,0,-574.498,-574.498,-574.498,-574.498,-574.498,-574.498,0,23.1897,23.1897,23.1897,23.1897,23.1897,23.1897,0,1928.45,1928.45,1928.45,1928.45,1928.45,1928.45,0,0.0179023,0.0179023,0.0179023,0.0179023,0.0179023,0.0179023,0,998.23,998.23,998.23,998.23,998.23,998.23,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,103,93,0,1
