ke_stddev,u_average,u_stddev,v_average,v_stddev,w_average,w_stddev,isoQ_average,isoQ_stddev,vortmag_average,vortmag_stddev,pressure_average,pressure_stddev,viscosity_average,viscosity_stddev,density_average,density_stddev,volfrac_average,volfrac_stddev,dpm_u_average,dpm_u_stddev,dpm_v_average,dpm_v_stddev,dpm_w_average,dpm_w_stddev,vtkGhostType_average,vtkGhostType_stddev,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
0.00663719,0.000174952,0.0509026,0.000401265,0.0535088,0.173832,0.0884138,-33.7576,75.2782,11.0443,4.76565,1924.09,6.46054,0.0110355,0.00359079,985.55,22.2215,1,0,-0.00185156,0.00950168,0.000505746,0.00639035,0.0278934,0.0642734,0,0,1,0.07875,0.07875,0.075,0.25,525,0
0.00663138,0.000286484,0.0509398,0.00036685,0.0534006,0.173924,0.0883935,-33.79,75.5526,11.0381,4.76526,1924.1,6.46418,0.0110312,0.00359309,985.566,22.203,1,0,-0.00185353,0.00947606,0.000505953,0.00637648,0.0279226,0.0643222,0,0,1,0.0789,0.0789,0.075,0.25,526,0
0.00662558,0.000398011,0.0509769,0.000332437,0.0532925,0.174017,0.0883732,-33.8223,75.827,11.0319,4.76488,1924.1,6.46783,0.0110268,0.00359539,985.582,22.1846,1,0,-0.0018555,0.00945045,0.00050616,0.00636261,0.0279518,0.0643711,0,0,1,0.07905,0.07905,0.075,0.25,527,0
0.00661977,0.000509543,0.0510141,0.000298022,0.0531844,0.17411,0.088353,-33.8546,76.1015,11.0256,4.7645,1924.11,6.47147,0.0110225,0.0035977,985.598,22.1661,1,0,-0.00185747,0.00942483,0.000506368,0.00634874,0.027981,0.06442,0,0,1,0.0792,0.0792,0.075,0.25,528,0
0.00661396,0.000621075,0.0510512,0.000263607,0.0530762,0.174202,0.0883327,-33.8869,76.3759,11.0194,4.76411,1924.11,6.47511,0.0110181,0.0036,985.614,22.1476,1,0,-0.00185944,0.00939922,0.000506575,0.00633487,0.0280102,0.0644688,0,0,1,0.07935,0.07935,0.075,0.25,529,0
0.00660815,0.000732602,0.0510884,0.000229194,0.0529681,0.174295,0.0883124,-33.9193,76.6504,11.0132,4.76373,1924.11,6.47876,0.0110137,0.0036023,985.63,22.1292,1,0,-0.00186141,0.0093736,0.000506782,0.006321,0.0280395,0.0645177,0,0,1,0.0795,0.0795,0.075,0.25,530,0
0.00660234,0.000844134,0.0511255,0.000194779,0.0528599,0.174388,0.0882921,-33.9516,76.9248,11.007,4.76334,1924.12,6.4824,0.0110094,0.00360461,985.646,22.1107,1,0,-0.00186338,0.00934799,0.000506989,0.00630713,0.0280687,0.0645665,0,0,1,0.07965,0.07965,0.075,0.25,531,0
0.00659979,0.000983838,0.0511709,0.000163727,0.0527863,0.174387,0.0882808,-34.0435,77.2503,11.002,4.76333,1924.12,6.48816,0.0110078,0.00361146,985.66,22.0271,1,0,-0.00182575,0.00928703,0.000509454,0.00629524,0.0279908,0.0642671,0,0,1,0.0798,0.0798,0.075,0.25,532,0
0.00659833,0.00113293,0.0512189,0.000133797,0.0527241,0.174355,0.0882725,-34.1552,77.5929,10.9975,4.76345,1924.13,6.49462,0.0110072,0.00361982,985.673,21.9218,1,0,-0.00177492,0.0092143,0.000512671,0.006284,0.0278772,0.0638515,0,0,1,0.07995,0.07995,0.075,0.25,533,0
0.00659686,0.00128202,0.051267,0.000103866,0.0526619,0.174322,0.0882641,-34.2669,77.9354,10.993,4.76356,1924.13,6.50108,0.0110066,0.00362819,985.686,21.8165,1,0,-0.00172408,0.00914157,0.000515888,0.00627277,0.0277636,0.0634358,0,0,1,0.0801,0.0801,0.075,0.25,534,0
0.0065954,0.00143112,0.051315,7.39356e-05,0.0525997,0.17429,0.0882558,-34.3786,78.2779,10.9885,4.76367,1924.13,6.50754,0.011006,0.00363655,985.698,21.7112,1,0,-0.00167325,0.00906884,0.000519106,0.00626154,0.02765,0.0630202,0,0,1,0.08025,0.08025,0.075,0.25,535,0
0.00659393,0.0015802,0.0513631,4.40062e-05,0.0525375,0.174258,0.0882475,-34.4903,78.6205,10.984,4.76379,1924.14,6.514,0.0110054,0.00364492,985.711,21.6059,1,0,-0.00162242,0.00899611,0.000522323,0.00625031,0.0275364,0.0626046,0,0,1,0.0804,0.0804,0.075,0.25,536,0
0.00659247,0.0017293,0.0514112,1.40753e-05,0.0524753,0.174226,0.0882392,-34.6021,78.963,10.9795,4.7639,1924.14,6.52047,0.0110048,0.00365329,985.724,21.5006,1,0,-0.00157159,0.00892337,0.00052554,0.00623907,0.0274228,0.062189,0,0,1,0.08055,0.08055,0.075,0.25,537,0
0.006591,0.00187839,0.0514592,-1.58556e-05,0.0524131,0.174193,0.0882309,-34.7138,79.3056,10.975,4.76401,1924.14,6.52693,0.0110042,0.00366165,985.737,21.3953,1,0,-0.00152075,0.00885064,0.000528758,0.00622784,0.0273092,0.0617734,0,0,1,0.0807,0.0807,0.075,0.25,538,0
0.00658954,0.00202748,0.0515073,-4.57849e-05,0.0523509,0.174161,0.0882226,-34.8255,79.6481,10.9705,4.76413,1924.15,6.53339,0.0110036,0.00367002,985.75,21.29,1,0,-0.00146992,0.00877791,0.000531975,0.00621661,0.0271956,0.0613578,0,0,1,0.08085,0.08085,0.075,0.25,539,0
0.00658807,0.00217658,0.0515553,-7.57158e-05,0.0522887,0.174129,0.0882142,-34.9372,79.9906,10.966,4.76424,1924.15,6.53985,0.011003,0.00367838,985.763,21.1847,1,0,-0.00141909,0.00870518,0.000535192,0.00620538,0.027082,0.0609422,0,0,1,0.081,0.081,0.075,0.25,540,0
0.00658661,0.00232567,0.0516034,-0.000105647,0.0522264,0.174097,0.0882059,-35.0489,80.3332,10.9615,4.76435,1924.16,6.54631,0.0110024,0.00368675,985.776,21.0794,1,0,-0.00136825,0.00863244,0.00053841,0.00619414,0.0269683,0.0605266,0,0,1,0.08115,0.08115,0.075,0.25,541,0
0.00658514,0.00247476,0.0516515,-0.000135576,0.0521643,0.174064,0.0881976,-35.1606,80.6757,10.957,4.76447,1924.16,6.55277,0.0110018,0.00369511,985.788,20.9741,1,0,-0.00131742,0.00855971,0.000541627,0.00618291,0.0268547,0.060111,0,0,1,0.0813,0.0813,0.075,0.25,542,0
0.00658368,0.00262385,0.0516995,-0.000165507,0.052102,0.174032,0.0881893,-35.2724,81.0182,10.9525,4.76458,1924.16,6.55924,0.0110012,0.00370348,985.801,20.8688,1,0,-0.00126659,0.00848698,0.000544844,0.00617168,0.0267411,0.0596954,0,0,1,0.08145,0.08145,0.075,0.25,543,0
0.00658221,0.00277295,0.0517476,-0.000195438,0.0520398,0.174,0.088181,-35.3841,81.3608,10.948,4.76469,1924.17,6.5657,0.0110006,0.00371184,985.814,20.7635,1,0,-0.00121576,0.00841425,0.000548062,0.00616045,0.0266275,0.0592798,0,0,1,0.0816,0.0816,0.075,0.25,544,0
0.00658074,0.00292203,0.0517956,-0.000225367,0.0519776,0.173968,0.0881727,-35.4958,81.7033,10.9435,4.76481,1924.17,6.57216,0.011,0.00372021,985.827,20.6582,1,0,-0.00116493,0.00834152,0.000551279,0.00614921,0.0265139,0.0588642,0,0,1,0.08175,0.08175,0.075,0.25,545,0
0.00657928,0.00307113,0.0518437,-0.000255298,0.0519154,0.173936,0.0881643,-35.6075,82.0458,10.939,4.76492,1924.17,6.57862,0.0109994,0.00372857,985.84,20.5529,1,0,-0.00111409,0.00826878,0.000554496,0.00613798,0.0264003,0.0584486,0,0,1,0.0819,0.0819,0.075,0.25,546,0
0.00657781,0.00322022,0.0518917,-0.000285229,0.0518532,0.173903,0.088156,-35.7192,82.3884,10.9345,4.76503,1924.18,6.58508,0.0109988,0.00373694,985.853,20.4476,1,0,-0.00106326,0.00819605,0.000557713,0.00612675,0.0262867,0.0580329,0,0,1,0.08205,0.08205,0.075,0.25,547,0
0.00657635,0.00336931,0.0519398,-0.000315158,0.051791,0.173871,0.0881477,-35.831,82.7309,10.93,4.76515,1924.18,6.59154,0.0109982,0.0037453,985.865,20.3423,1,0,-0.00101243,0.00812332,0.000560931,0.00611552,0.0261731,0.0576174,0,0,1,0.0822,0.0822,0.075,0.25,548,0
0.00657488,0.00351841,0.0519879,-0.000345089,0.0517288,0.173839,0.0881394,-35.9427,83.0734,10.9255,4.76526,1924.18,6.598,0.0109976,0.00375367,985.878,20.237,1,0,-0.000961597,0.00805059,0.000564148,0.00610428,0.0260595,0.0572017,0,0,1,0.08235,0.08235,0.075,0.25,549,0
0.00657342,0.0036675,0.0520359,-0.00037502,0.0516666,0.173807,0.0881311,-36.0544,83.416,10.921,4.76537,1924.19,6.60447,0.010997,0.00376203,985.891,20.1317,1,0,-0.000910764,0.00797785,0.000567365,0.00609305,0.0259459,0.0567861,0,0,1,0.0825,0.0825,0.075,0.25,550,0
0.00657195,0.00381659,0.052084,-0.00040495,0.0516044,0.173774,0.0881227,-36.1661,83.7585,10.9165,4.76549,1924.19,6.61093,0.0109964,0.0037704,985.904,20.0264,1,0,-0.000859933,0.00790512,0.000570583,0.00608182,0.0258323,0.0563705,0,0,1,0.08265,0.08265,0.075,0.25,551,0
0.00657049,0.00396568,0.052132,-0.00043488,0.0515422,0.173742,0.0881144,-36.2778,84.1011,10.912,4.7656,1924.2,6.61739,0.0109958,0.00377877,985.917,19.9211,1,0,-0.0008091,0.00783239,0.0005738,0.00607059,0.0257187,0.0559549,0,0,1,0.0828,0.0828,0.075,0.25,552,0
0.00656902,0.00411478,0.0521801,-0.000464811,0.05148,0.17371,0.0881061,-36.3896,84.4436,10.9075,4.76571,1924.2,6.62385,0.0109952,0.00378713,985.93,19.8158,1,0,-0.000758267,0.00775966,0.000577017,0.00605935,0.0256051,0.0555393,0,0,1,0.08295,0.08295,0.075,0.25,553,0
0.00656756,0.00426387,0.0522281,-0.000494741,0.0514178,0.173678,0.0880978,-36.5013,84.7861,10.903,4.76583,1924.2,6.63031,0.0109946,0.0037955,985.943,19.7105,1,0,-0.000707436,0.00768693,0.000580235,0.00604812,0.0254915,0.0551237,0,0,1,0.0831,0.0831,0.075,0.25,554,0
0.00656609,0.00441296,0.0522762,-0.000524672,0.0513556,0.173645,0.0880895,-36.613,85.1287,10.8985,4.76594,1924.21,6.63677,0.010994,0.00380386,985.955,19.6051,1,0,-0.000656603,0.00761419,0.000583452,0.00603689,0.0253779,0.0547081,0,0,1,0.08325,0.08325,0.075,0.25,555,0
0.00656463,0.00456206,0.0523243,-0.000554602,0.0512934,0.173613,0.0880812,-36.7247,85.4712,10.894,4.76605,1924.21,6.64324,0.0109934,0.00381223,985.968,19.4998,1,0,-0.00060577,0.00754146,0.000586669,0.00602566,0.0252643,0.0542925,0,0,1,0.0834,0.0834,0.075,0.25,556,0
0.00656316,0.00471114,0.0523723,-0.000584532,0.0512312,0.173581,0.0880728,-36.8364,85.8137,10.8895,4.76617,1924.21,6.6497,0.0109928,0.00382059,985.981,19.3945,1,0,-0.000554939,0.00746873,0.000589886,0.00601442,0.0251507,0.0538769,0,0,1,0.08355,0.08355,0.075,0.25,557,0
0.0065617,0.00486024,0.0524204,-0.000614463,0.051169,0.173549,0.0880645,-36.9481,86.1563,10.885,4.76628,1924.22,6.65616,0.0109922,0.00382896,985.994,19.2892,1,0,-0.000504106,0.007396,0.000593104,0.00600319,0.0250371,0.0534613,0,0,1,0.0837,0.0837,0.075,0.25,558,0
0.00656023,0.00500933,0.0524684,-0.000644392,0.0511068,0.173516,0.0880562,-37.0599,86.4988,10.8805,4.76639,1924.22,6.66262,0.0109916,0.00383732,986.007,19.1839,1,0,-0.000453275,0.00732327,0.000596321,0.00599196,0.0249235,0.0530457,0,0,1,0.08385,0.08385,0.075,0.25,559,0
0.00655877,0.00515842,0.0525165,-0.000674323,0.0510446,0.173484,0.0880479,-37.1716,86.8413,10.876,4.76651,1924.23,6.66908,0.010991,0.00384569,986.02,19.0786,1,0,-0.000402442,0.00725053,0.000599538,0.00598073,0.0248099,0.0526301,0,0,1,0.084,0.084,0.075,0.25,560,0
0.0065573,0.00530752,0.0525645,-0.000704254,0.0509824,0.173452,0.0880396,-37.2833,87.1839,10.8715,4.76662,1924.23,6.67554,0.0109904,0.00385405,986.033,18.9733,1,0,-0.000351609,0.0071778,0.000602756,0.00596949,0.0246963,0.0522145,0,0,1,0.08415,0.08415,0.075,0.25,561,0
0.00655583,0.0054566,0.0526126,-0.000734183,0.0509202,0.17342,0.0880313,-37.395,87.5264,10.867,4.76673,1924.23,6.682,0.0109898,0.00386242,986.045,18.868,1,0,-0.000300778,0.00710507,0.000605973,0.00595826,0.0245827,0.0517989,0,0,1,0.0843,0.0843,0.075,0.25,562,0
0.00655805,0.00560969,0.0526692,-0.000767133,0.0508939,0.17335,0.0880379,-37.4128,87.7182,10.8654,4.77018,1924.24,6.6895,0.0109895,0.00386661,986.035,18.8257,1,0,-0.000268991,0.00707421,0.000597968,0.00598663,0.0245599,0.0515947,0,0,1,0.08445,0.08445,0.075,0.25,563,0
0.00656394,0.00576676,0.0527344,-0.0008031,0.0509034,0.173242,0.0880596,-37.3366,87.7591,10.8668,4.77695,1924.24,6.69801,0.0109893,0.00386661,986.001,18.8464,1,0,-0.00025625,0.00708524,0.00057874,0.0060546,0.0246278,0.051602,0,0,1,0.0846,0.0846,0.075,0.25,564,0
0.00656984,0.00592382,0.0527996,-0.000839066,0.0509129,0.173135,0.0880813,-37.2605,87.8001,10.8682,4.78372,1924.24,6.70653,0.0109892,0.00386662,985.967,18.8672,1,0,-0.00024351,0.00709626,0.000559513,0.00612257,0.0246958,0.0516093,0,0,1,0.08475,0.08475,0.075,0.25,565,0
0.00657573,0.00608089,0.0528648,-0.000875034,0.0509225,0.173027,0.088103,-37.1843,87.8411,10.8696,4.79049,1924.24,6.71505,0.010989,0.00386663,985.933,18.8879,1,0,-0.00023077,0.00710729,0.000540284,0.00619054,0.0247637,0.0516165,0,0,1,0.0849,0.0849,0.075,0.25,566,0
0.00658163,0.00623796,0.0529299,-0.000911002,0.050932,0.172919,0.0881247,-37.1081,87.882,10.8709,4.79726,1924.24,6.72357,0.0109889,0.00386663,985.899,18.9086,1,0,-0.000218029,0.00711831,0.000521056,0.00625851,0.0248317,0.0516238,0,0,1,0.08505,0.08505,0.075,0.25,567,0
0.00658752,0.00639503,0.0529951,-0.000946968,0.0509415,0.172812,0.0881463,-37.032,87.923,10.8723,4.80404,1924.24,6.73209,0.0109888,0.00386664,985.865,18.9293,1,0,-0.000205289,0.00712934,0.000501829,0.00632648,0.0248997,0.0516311,0,0,1,0.0852,0.0852,0.075,0.25,568,0
0.00659341,0.0065521,0.0530603,-0.000982936,0.050951,0.172704,0.088168,-36.9558,87.9639,10.8737,4.81081,1924.25,6.74061,0.0109886,0.00386665,985.831,18.95,1,0,-0.000192549,0.00714036,0.000482601,0.00639445,0.0249676,0.0516384,0,0,1,0.08535,0.08535,0.075,0.25,569,0
0.00659931,0.00670917,0.0531255,-0.0010189,0.0509606,0.172597,0.0881897,-36.8796,88.0049,10.875,4.81758,1924.25,6.74913,0.0109885,0.00386665,985.797,18.9707,1,0,-0.000179808,0.00715139,0.000463373,0.00646242,0.0250356,0.0516457,0,0,1,0.0855,0.0855,0.075,0.25,570,0
0.0066052,0.00686623,0.0531906,-0.00105487,0.0509701,0.172489,0.0882114,-36.8034,88.0459,10.8764,4.82435,1924.25,6.75765,0.0109883,0.00386666,985.763,18.9914,1,0,-0.000167068,0.00716241,0.000444145,0.00653038,0.0251035,0.0516529,0,0,1,0.08565,0.08565,0.075,0.25,571,0
0.0066111,0.0070233,0.0532558,-0.00109084,0.0509796,0.172382,0.088233,-36.7273,88.0868,10.8778,4.83112,1924.25,6.76617,0.0109882,0.00386667,985.729,19.0121,1,0,-0.000154328,0.00717344,0.000424917,0.00659835,0.0251715,0.0516602,0,0,1,0.0858,0.0858,0.075,0.25,572,0
0.00661699,0.00718037,0.053321,-0.00112681,0.0509891,0.172274,0.0882547,-36.6511,88.1278,10.8792,4.8379,1924.25,6.77469,0.0109881,0.00386667,985.695,19.0328,1,0,-0.000141587,0.00718446,0.000405689,0.00666633,0.0252394,0.0516675,0,0,1,0.08595,0.08595,0.075,0.25,573,0
0.00662288,0.00733744,0.0533862,-0.00116277,0.0509987,0.172166,0.0882764,-36.5749,88.1687,10.8805,4.84467,1924.25,6.78321,0.0109879,0.00386668,985.661,19.0535,1,0,-0.000128847,0.00719549,0.000386462,0.00673429,0.0253074,0.0516748,0,0,1,0.0861,0.0861,0.075,0.25,574,0
0.00662878,0.00749451,0.0534513,-0.00119874,0.0510082,0.172059,0.0882981,-36.4988,88.2097,10.8819,4.85144,1924.26,6.79173,0.0109878,0.00386669,985.627,19.0743,1,0,-0.000116107,0.00720651,0.000367234,0.00680226,0.0253753,0.0516821,0,0,1,0.08625,0.08625,0.075,0.25,575,0
0.00663467,0.00765158,0.0535165,-0.00123471,0.0510177,0.171951,0.0883198,-36.4226,88.2507,10.8833,4.85821,1924.26,6.80025,0.0109876,0.00386669,985.593,19.095,1,0,-0.000103366,0.00721753,0.000348006,0.00687023,0.0254433,0.0516894,0,0,1,0.0864,0.0864,0.075,0.25,576,0
0.00664057,0.00780864,0.0535817,-0.00127067,0.0510272,0.171844,0.0883414,-36.3464,88.2916,10.8846,4.86498,1924.26,6.80877,0.0109875,0.0038667,985.559,19.1157,1,0,-9.0626e-05,0.00722856,0.000328778,0.0069382,0.0255113,0.0516966,0,0,1,0.08655,0.08655,0.075,0.25,577,0
0.00664646,0.00796571,0.0536469,-0.00130664,0.0510368,0.171736,0.0883631,-36.2703,88.3326,10.886,4.87176,1924.26,6.81729,0.0109873,0.00386671,985.525,19.1364,1,0,-7.78854e-05,0.00723958,0.00030955,0.00700617,0.0255792,0.0517039,0,0,1,0.0867,0.0867,0.075,0.25,578,0
0.00665235,0.00812279,0.053712,-0.00134261,0.0510463,0.171628,0.0883848,-36.1941,88.3736,10.8874,4.87853,1924.26,6.82581,0.0109872,0.00386671,985.491,19.1571,1,0,-6.51448e-05,0.00725061,0.000290322,0.00707414,0.0256472,0.0517112,0,0,1,0.08685,0.08685,0.075,0.25,579,0
0.00665825,0.00827985,0.0537772,-0.00137858,0.0510558,0.171521,0.0884065,-36.1179,88.4145,10.8888,4.8853,1924.26,6.83433,0.0109871,0.00386672,985.457,19.1778,1,0,-5.24049e-05,0.00726163,0.000271095,0.00714211,0.0257151,0.0517185,0,0,1,0.087,0.087,0.075,0.25,580,0
0.00666414,0.00843692,0.0538424,-0.00141454,0.0510653,0.171413,0.0884282,-36.0418,88.4555,10.8901,4.89207,1924.26,6.84285,0.0109869,0.00386673,985.422,19.1985,1,0,-3.96643e-05,0.00727266,0.000251867,0.00721008,0.0257831,0.0517258,0,0,1,0.08715,0.08715,0.075,0.25,581,0
0.00667004,0.00859399,0.0539076,-0.00145051,0.0510749,0.171306,0.0884498,-35.9656,88.4964,10.8915,4.89884,1924.27,6.85137,0.0109868,0.00386673,985.388,19.2192,1,0,-2.69237e-05,0.00728368,0.000232638,0.00727805,0.025851,0.051733,0,0,1,0.0873,0.0873,0.075,0.25,582,0
0.00667593,0.00875105,0.0539727,-0.00148648,0.0510844,0.171198,0.0884715,-35.8894,88.5374,10.8929,4.90562,1924.27,6.85989,0.0109866,0.00386674,985.354,19.2399,1,0,-1.41838e-05,0.00729471,0.000213411,0.00734602,0.025919,0.0517403,0,0,1,0.08745,0.08745,0.075,0.25,583,0
0.00668182,0.00890813,0.0540379,-0.00152245,0.0510939,0.171091,0.0884932,-35.8132,88.5784,10.8943,4.91239,1924.27,6.86841,0.0109865,0.00386675,985.32,19.2606,1,0,-1.4432e-06,0.00730573,0.000194183,0.00741399,0.0259869,0.0517476,0,0,1,0.0876,0.0876,0.075,0.25,584,0
0.00668772,0.0090652,0.0541031,-0.00155841,0.0511034,0.170983,0.0885149,-35.7371,88.6193,10.8956,4.91916,1924.27,6.87693,0.0109864,0.00386675,985.286,19.2814,1,0,1.12974e-05,0.00731676,0.000174955,0.00748196,0.0260549,0.0517549,0,0,1,0.08775,0.08775,0.075,0.25,585,0
0.00669361,0.00922226,0.0541683,-0.00159438,0.051113,0.170875,0.0885365,-35.6609,88.6603,10.897,4.92593,1924.27,6.88545,0.0109862,0.00386676,985.252,19.3021,1,0,2.40373e-05,0.00732778,0.000155728,0.00754993,0.0261229,0.0517622,0,0,1,0.0879,0.0879,0.075,0.25,586,0
0.00669951,0.00937933,0.0542335,-0.00163035,0.0511225,0.170768,0.0885582,-35.5847,88.7013,10.8984,4.9327,1924.27,6.89397,0.0109861,0.00386677,985.218,19.3228,1,0,3.67779e-05,0.00733881,0.0001365,0.0076179,0.0261908,0.0517694,0,0,1,0.08805,0.08805,0.075,0.25,587,0
0.0067054,0.0095364,0.0542986,-0.00166632,0.051132,0.17066,0.0885799,-35.5086,88.7422,10.8997,4.93948,1924.28,6.90249,0.0109859,0.00386677,985.184,19.3435,1,0,4.95185e-05,0.00734983,0.000117271,0.00768587,0.0262588,0.0517767,0,0,1,0.0882,0.0882,0.075,0.25,588,0
0.00671129,0.00969347,0.0543638,-0.00170228,0.0511415,0.170553,0.0886016,-35.4324,88.7832,10.9011,4.94625,1924.28,6.91101,0.0109858,0.00386678,985.15,19.3642,1,0,6.22584e-05,0.00736085,9.80442e-05,0.00775384,0.0263267,0.051784,0,0,1,0.08835,0.08835,0.075,0.25,589,0
0.00671719,0.00985054,0.054429,-0.00173825,0.051151,0.170445,0.0886233,-35.3562,88.8241,10.9025,4.95302,1924.28,6.91953,0.0109857,0.00386679,985.116,19.3849,1,0,7.4999e-05,0.00737188,7.8816e-05,0.00782181,0.0263947,0.0517913,0,0,1,0.0885,0.0885,0.075,0.25,590,0
0.00672308,0.0100076,0.0544942,-0.00177422,0.0511606,0.170337,0.0886449,-35.2801,88.8651,10.9039,4.95979,1924.28,6.92805,0.0109855,0.00386679,985.082,19.4056,1,0,8.77396e-05,0.0073829,5.95879e-05,0.00788978,0.0264626,0.0517986,0,0,1,0.08865,0.08865,0.075,0.25,591,0
0.00672898,0.0101647,0.0545593,-0.00181018,0.0511701,0.17023,0.0886666,-35.2039,88.9061,10.9052,4.96656,1924.28,6.93657,0.0109854,0.0038668,985.048,19.4263,1,0,0.00010048,0.00739393,4.03607e-05,0.00795774,0.0265306,0.0518059,0,0,1,0.0888,0.0888,0.075,0.25,592,0
0.00673487,0.0103217,0.0546245,-0.00184615,0.0511796,0.170122,0.0886883,-35.1277,88.947,10.9066,4.97333,1924.28,6.94509,0.0109852,0.00386681,985.014,19.447,1,0,0.00011322,0.00740495,2.11325e-05,0.00802571,0.0265985,0.0518131,0,0,1,0.08895,0.08895,0.075,0.25,593,0
0.00674273,0.0104741,0.0546887,-0.00187994,0.0512016,0.170002,0.0887247,-35.04,88.9968,10.9074,4.97969,1924.29,6.95311,0.0109845,0.00386624,984.98,19.4775,1,0,0.000127679,0.00741848,-4.1939e-07,0.00807924,0.0266473,0.0518593,0,0,1,0.0891,0.0891,0.075,0.25,594,0
0.00675648,0.0106125,0.0547498,-0.00190719,0.051261,0.169844,0.0888054,-34.9176,89.0728,10.9063,4.98482,1924.29,6.95963,0.010982,0.00386398,984.943,19.537,1,0,0.000147291,0.00743949,-2.89404e-05,0.00808945,0.0266384,0.052022,0,0,1,0.08925,0.08925,0.075,0.25,595,0
0.00677023,0.0107508,0.0548109,-0.00193445,0.0513204,0.169686,0.0888861,-34.7953,89.1488,10.9052,4.98995,1924.29,6.96615,0.0109795,0.00386171,984.906,19.5965,1,0,0.000166904,0.0074605,-5.74629e-05,0.00809967,0.0266295,0.0521847,0,0,1,0.0894,0.0894,0.075,0.25,596,0
0.00678398,0.0108892,0.054872,-0.0019617,0.0513799,0.169527,0.0889667,-34.6729,89.2249,10.9042,4.99507,1924.29,6.97266,0.010977,0.00385944,984.869,19.6561,1,0,0.000186517,0.00748151,-8.59853e-05,0.00810988,0.0266206,0.0523474,0,0,1,0.08955,0.08955,0.075,0.25,597,0
0.00679773,0.0110276,0.0549331,-0.00198895,0.0514393,0.169369,0.0890474,-34.5505,89.3009,10.9031,5.0002,1924.29,6.97918,0.0109745,0.00385718,984.832,19.7156,1,0,0.000206129,0.00750253,-0.000114506,0.00812009,0.0266118,0.0525101,0,0,1,0.0897,0.0897,0.075,0.25,598,0
0.00681149,0.0111659,0.0549942,-0.00201621,0.0514987,0.169211,0.0891281,-34.4282,89.3769,10.9021,5.00532,1924.29,6.9857,0.010972,0.00385491,984.795,19.7752,1,0,0.000225742,0.00752354,-0.000143029,0.0081303,0.0266029,0.0526728,0,0,1,0.08985,0.08985,0.075,0.25,599,0
0.00682524,0.0113043,0.0550553,-0.00204346,0.0515581,0.169053,0.0892087,-34.3058,89.453,10.901,5.01045,1924.29,6.99222,0.0109694,0.00385264,984.758,19.8347,1,0,0.000245355,0.00754455,-0.000171551,0.00814051,0.026594,0.0528355,0,0,1,0.09,0.09,0.075,0.25,600,0
0.00683899,0.0114426,0.0551164,-0.00207071,0.0516175,0.168895,0.0892894,-34.1834,89.529,10.8999,5.01557,1924.29,6.99874,0.0109669,0.00385038,984.721,19.8942,1,0,0.000264967,0.00756556,-0.000200072,0.00815072,0.0265851,0.0529982,0,0,1,0.09015,0.09015,0.075,0.25,601,0
0.00685274,0.011581,0.0551775,-0.00209797,0.0516769,0.168736,0.0893701,-34.061,89.605,10.8989,5.0207,1924.29,7.00526,0.0109644,0.00384811,984.684,19.9538,1,0,0.000284579,0.00758658,-0.000228595,0.00816093,0.0265762,0.0531609,0,0,1,0.0903,0.0903,0.075,0.25,602,0
0.00686649,0.0117193,0.0552386,-0.00212522,0.0517363,0.168578,0.0894507,-33.9387,89.6811,10.8978,5.02583,1924.29,7.01178,0.0109619,0.00384585,984.647,20.0133,1,0,0.000304191,0.00760759,-0.000257116,0.00817114,0.0265673,0.0533236,0,0,1,0.09045,0.09045,0.075,0.25,603,0
0.00688024,0.0118577,0.0552997,-0.00215247,0.0517957,0.16842,0.0895314,-33.8163,89.7571,10.8967,5.03095,1924.29,7.0183,0.0109594,0.00384358,984.61,20.0729,1,0,0.000323804,0.0076286,-0.000285638,0.00818135,0.0265584,0.0534864,0,0,1,0.0906,0.0906,0.075,0.25,604,0
0.006894,0.0119961,0.0553608,-0.00217973,0.0518551,0.168262,0.0896121,-33.6939,89.8332,10.8957,5.03608,1924.3,7.02482,0.0109569,0.00384131,984.573,20.1324,1,0,0.000343417,0.00764961,-0.000314161,0.00819156,0.0265496,0.0536491,0,0,1,0.09075,0.09075,0.075,0.25,605,0
0.00690775,0.0121344,0.055422,-0.00220698,0.0519146,0.168104,0.0896927,-33.5716,89.9092,10.8946,5.0412,1924.3,7.03134,0.0109544,0.00383905,984.536,20.192,1,0,0.000363029,0.00767063,-0.000342682,0.00820177,0.0265407,0.0538118,0,0,1,0.0909,0.0909,0.075,0.25,606,0
0.0069215,0.0122728,0.0554831,-0.00223423,0.051974,0.167945,0.0897734,-33.4492,89.9852,10.8936,5.04633,1924.3,7.03786,0.0109519,0.00383678,984.5,20.2515,1,0,0.000382642,0.00769164,-0.000371204,0.00821198,0.0265318,0.0539745,0,0,1,0.09105,0.09105,0.075,0.25,607,0
0.00693525,0.0124111,0.0555442,-0.00226149,0.0520334,0.167787,0.0898541,-33.3268,90.0613,10.8925,5.05145,1924.3,7.04438,0.0109494,0.00383451,984.463,20.311,1,0,0.000402255,0.00771265,-0.000399726,0.00822219,0.0265229,0.0541372,0,0,1,0.0912,0.0912,0.075,0.25,608,0
